,job_name,norm_job_submit_time,gpu_milli,ddl,A100,GTX2080Ti,V100
82,openb-pod-2160,0,470,inf,1967.0,3707,5133
83,openb-pod-6605,0,320,inf,23097.0,35070,60593
84,openb-pod-5463,0,650,inf,1130.0,1711,2901
85,openb-pod-4752,0,320,16531.0,5523.0,8156,13502
86,openb-pod-4648,0,650,inf,1676.0,2465,4179
87,openb-pod-6103,0,320,inf,26115.0,37177,63546
88,openb-pod-4858,0,230,inf,1991.0,2858,5152
89,openb-pod-1218,0,460,inf,1736.0,3140,4390
90,openb-pod-5821,0,330,inf,9663.0,13813,24849
91,openb-pod-4531,0,470,inf,3580.0,6680,8843
92,openb-pod-1332,0,470,inf,3636.0,5588,9093
93,openb-pod-7354,0,230,inf,1010.0,1545,2491
94,openb-pod-7352,0,470,inf,3184.0,4868,8088
95,openb-pod-4100,0,320,inf,20489.0,30675,52075
96,openb-pod-1726,0,320,inf,4589.0,7786,11121
97,openb-pod-2898,0,470,inf,2252.0,3482,5672
98,openb-pod-1249,0,320,inf,5490.0,8076,13237
99,openb-pod-7116,0,220,inf,10704.0,19019,27982
100,openb-pod-2173,0,110,6528.0,3100.0,4865,7499
101,openb-pod-6002,0,320,inf,15235.0,29296,38739
102,openb-pod-7119,0,650,3032.0,2506.0,4717,6565
103,openb-pod-5530,0,330,inf,18162.0,36146,48103
104,openb-pod-5045,0,220,inf,10704.0,18712,26583
105,openb-pod-3483,0,470,inf,13597.0,19209,34400
106,openb-pod-2170,0,220,inf,4278.0,6035,10368
107,openb-pod-8111,0,110,inf,2510.0,4817,6088
108,openb-pod-1465,0,320,inf,4837.0,9009,11894
109,openb-pod-1239,0,480,inf,6260.0,10071,15361
110,openb-pod-2141,0,470,inf,1728.0,3128,4448
111,openb-pod-5914,0,110,inf,3614.0,6166,8794
112,openb-pod-1827,0,320,inf,4505.0,7463,11253
113,openb-pod-1931,0,460,inf,1197.0,1773,3161
114,openb-pod-4926,0,320,inf,1001.0,1755,2658
115,openb-pod-2972,0,110,inf,22724.0,42745,55488
116,openb-pod-4584,0,160,76006.0,27916.0,55202,70482
117,openb-pod-5441,0,160,inf,6486.0,9483,15979
118,openb-pod-4970,0,230,24859.0,17654.0,30417,42477
119,openb-pod-1641,0,460,inf,1049.0,1897,2615
120,openb-pod-3108,0,650,4449.0,1648.0,2418,4230
121,openb-pod-5653,0,650,inf,3721.0,5813,9510
122,openb-pod-3473,0,230,inf,3663.0,5534,9186
123,openb-pod-2060,0,650,3789.0,1466.0,2118,3689
124,openb-pod-1857,0,220,inf,13778.0,21789,35644
125,openb-pod-1497,0,650,inf,1772.0,3190,4406
126,openb-pod-5919,0,220,inf,10228.0,15755,25213
127,openb-pod-4946,0,320,inf,3221.0,6100,8062
128,openb-pod-5385,0,470,2916.0,1094.0,2097,2659
129,openb-pod-5535,0,320,4897.0,1736.0,3306,4295
130,openb-pod-2074,0,460,inf,1736.0,2837,4495
131,openb-pod-1606,0,160,inf,2427.0,3808,6392
132,openb-pod-4872,0,650,inf,1772.0,3505,4470
133,openb-pod-1496,0,650,inf,13638.0,25295,33726
134,openb-pod-4783,0,650,inf,1676.0,3228,4284
135,openb-pod-5591,0,220,inf,11398.0,21431,27707
136,openb-pod-1413,0,460,3757.0,1858.0,3355,4744
137,openb-pod-5737,0,230,inf,1010.0,1427,2567
138,openb-pod-7003,0,470,inf,1567.0,2627,4059
139,openb-pod-5525,0,320,inf,4344.0,6932,10895
140,openb-pod-7768,0,160,inf,28306.0,47132,70528
141,openb-pod-4244,0,650,inf,1132.0,1946,2745
142,openb-pod-5104,0,470,inf,1710.0,2587,4238
143,openb-pod-1731,0,160,inf,1389.0,2422,3675
144,openb-pod-4150,0,320,inf,2324.0,3672,6113
145,openb-pod-1403,0,470,inf,1542.0,2643,3882
146,openb-pod-7508,0,320,inf,6547.0,10138,16368
147,openb-pod-4385,0,460,inf,1736.0,2854,4238
148,openb-pod-4730,0,650,inf,3126.0,5422,8232
149,openb-pod-5263,0,650,inf,2040.0,3003,5362
150,openb-pod-1186,0,650,inf,3575.0,5263,9020
151,openb-pod-7724,0,220,inf,1129.0,1939,2796
152,openb-pod-6918,0,320,inf,5490.0,9115,14496
153,openb-pod-4397,0,460,inf,1018.0,1885,2680
154,openb-pod-3071,0,470,inf,3238910.0,4798668,8490376
155,openb-pod-1708,0,370,inf,4972.0,9024,12260
156,openb-pod-2308,0,230,inf,1991.0,3198,5175
157,openb-pod-3242,0,320,inf,3962.0,7146,10103
158,openb-pod-5671,0,220,inf,3441.0,5028,8909
159,openb-pod-7446,0,220,inf,9928.0,15793,25841
160,openb-pod-2335,0,320,inf,1001.0,1871,2579
161,openb-pod-8061,0,470,inf,10504.0,20849,27445
162,openb-pod-6741,0,470,inf,1232.0,2433,3273
163,openb-pod-7513,0,320,inf,1569.0,3110,4032
164,openb-pod-6093,0,110,inf,55754.0,94553,138875
165,openb-pod-8127,0,320,inf,10811.0,20270,27060
166,openb-pod-6278,0,470,10890.0,4519.0,8794,11062
167,openb-pod-2566,0,470,7011.0,3770.0,7073,9975
168,openb-pod-7110,0,810,inf,133432.0,259135,351677
169,openb-pod-2577,0,470,inf,1567.0,2486,3778
170,openb-pod-5454,0,160,inf,2848.0,5286,7329
171,openb-pod-1275,0,230,83000.0,40513.0,78777,100638
172,openb-pod-5346,0,650,inf,1772.0,3535,4306
173,openb-pod-2779,0,320,inf,20410.0,40790,52483
174,openb-pod-8011,0,460,3649.0,1232.0,2269,3240
175,openb-pod-8008,0,110,inf,3614.0,6903,9084
176,openb-pod-6946,0,160,inf,2036.0,3005,5088
177,openb-pod-7189,0,320,inf,18457.0,33862,45242
178,openb-pod-2536,0,460,inf,1018.0,1434,2451
179,openb-pod-6831,0,320,inf,26115.0,46886,65385
180,openb-pod-3734,0,650,inf,1904.0,3568,4925
181,openb-pod-4769,0,320,inf,3671.0,6204,8827
182,openb-pod-4775,0,320,inf,48850.0,82600,125710
183,openb-pod-7551,0,320,inf,10586.0,20793,25644
184,openb-pod-4714,0,470,inf,3333.0,5448,8672
185,openb-pod-1526,0,110,inf,1063.0,1815,2710
186,openb-pod-3919,0,230,inf,1010.0,1453,2635
187,openb-pod-6874,0,460,inf,2931.0,4991,7591
188,openb-pod-4827,0,810,inf,59003.0,117298,156078
189,openb-pod-7839,0,160,inf,2427.0,4690,6448
190,openb-pod-7129,0,470,inf,3333.0,6548,8205
191,openb-pod-2706,0,220,inf,7389.0,12980,19084
192,openb-pod-7222,0,230,inf,1180.0,1684,3033
193,openb-pod-5705,0,650,inf,2490.0,3508,6152
194,openb-pod-1687,0,460,inf,1142.0,2208,2741
195,openb-pod-8080,0,220,inf,2026.0,3353,5336
196,openb-pod-7274,0,460,inf,193496.0,306456,473320
197,openb-pod-2026,0,470,5966.0,2452.0,3887,6365
198,openb-pod-3188,0,470,inf,2734.0,4430,6672
199,openb-pod-2331,0,320,inf,1509.0,2839,3775
200,openb-pod-4812,0,460,inf,1799.0,2627,4674
201,openb-pod-3134,0,810,153534.0,79992.0,113016,209954
202,openb-pod-5107,0,810,71950.0,35380.0,59451,86568
203,openb-pod-3845,0,320,inf,19302.0,34124,49339
204,openb-pod-1380,0,320,inf,4928.0,8482,12350
205,openb-pod-6795,0,460,inf,26697.0,38106,68276
206,openb-pod-6350,0,320,inf,9379.0,13669,24716
207,openb-pod-2594,0,470,inf,9688.0,19011,23985
208,openb-pod-3892,0,460,inf,1528.0,2143,3846
209,openb-pod-6342,0,320,inf,4379.0,7851,10792
210,openb-pod-1479,0,470,inf,7026.0,11302,18328
211,openb-pod-6266,0,470,inf,5058.0,8422,12655
212,openb-pod-3626,0,650,inf,1859.0,3026,4775
213,openb-pod-3274,0,220,inf,18296.0,30976,47547
214,openb-pod-5024,0,320,inf,65758.0,108891,167641
215,openb-pod-6693,0,460,inf,11939.0,23191,30440
216,openb-pod-3049,0,220,inf,9625.0,17420,24914
217,openb-pod-6537,0,220,inf,11677.0,16807,30848
218,openb-pod-3937,0,480,inf,7685.0,10791,19938
219,openb-pod-2832,0,470,inf,7721.0,11922,20525
220,openb-pod-7873,0,470,inf,4572.0,8603,11141
221,openb-pod-5453,0,470,inf,6630.0,9909,17055
222,openb-pod-2711,0,460,8835.0,5849.0,9947,15555
223,openb-pod-8095,0,470,inf,6372.0,12654,16128
224,openb-pod-5615,0,110,inf,3100.0,4546,7649
225,openb-pod-1793,0,320,inf,1775.0,3332,4680
226,openb-pod-3777,0,160,inf,2026.0,3933,5182
227,openb-pod-7031,0,320,inf,1051.0,1882,2617
228,openb-pod-4050,0,460,inf,2219.0,3237,5414
229,openb-pod-6243,0,480,inf,7685.0,11399,19531
