,job_name,norm_job_submit_time,gpu_milli,ddl,A100,GTX2080Ti,V100
73,openb-pod-3525,0,320,inf,4837.0,9361,12140
74,openb-pod-3220,0,650,3094.0,2067.0,2960,5260
75,openb-pod-6147,0,320,inf,16521.0,23452,42417
76,openb-pod-3614,0,160,inf,26313.0,37334,63987
77,openb-pod-5505,0,470,inf,1393.0,2525,3661
78,openb-pod-3189,0,460,inf,11939.0,19163,31621
79,openb-pod-5588,0,320,inf,2305.0,3453,6093
80,openb-pod-6329,0,470,inf,1448.0,2243,3477
81,openb-pod-5889,0,470,inf,2479.0,3829,6585
82,openb-pod-6842,0,460,inf,3299.0,5408,8162
83,openb-pod-7104,0,470,inf,4058.0,8105,9768
84,openb-pod-4615,0,470,inf,1967.0,3577,4780
85,openb-pod-4681,0,650,inf,3126.0,5355,8152
86,openb-pod-3297,0,460,inf,1736.0,2909,4490
87,openb-pod-2141,0,470,inf,1728.0,3049,4274
88,openb-pod-7727,0,810,inf,31817.0,60732,83467
89,openb-pod-1231,0,320,51670.0,23299.0,46421,58615
90,openb-pod-5051,0,320,inf,4379.0,7439,11237
91,openb-pod-2685,0,470,inf,2939.0,4836,7399
92,openb-pod-6619,0,650,3820.0,1645.0,2328,4136
93,openb-pod-6938,0,160,inf,1389.0,2152,3587
94,openb-pod-2711,0,460,inf,5849.0,11489,15012
95,openb-pod-1635,0,470,inf,3843.0,7228,9766
96,openb-pod-2998,0,650,inf,1130.0,1855,2750
97,openb-pod-2504,0,650,inf,1904.0,2823,5063
98,openb-pod-5682,0,460,20430887.0,10212916.0,18486676,26595815
99,openb-pod-3810,0,160,inf,4440.0,8019,10704
100,openb-pod-3937,0,480,inf,7685.0,15124,20420
101,openb-pod-6877,0,650,inf,4543.0,8141,11481
102,openb-pod-1804,0,320,inf,3673.0,5789,9206
103,openb-pod-5835,0,460,inf,982167.0,1848523,2609276
104,openb-pod-6503,0,470,inf,2031.0,3091,5071
105,openb-pod-3694,0,320,inf,4248.0,6183,11295
106,openb-pod-6833,0,320,inf,1288.0,2403,3402
107,openb-pod-1817,0,320,inf,1984.0,3546,5236
108,openb-pod-1226,0,460,inf,1736.0,2589,4369
109,openb-pod-8111,0,110,inf,2510.0,4341,6029
110,openb-pod-3197,0,220,inf,55562.0,98551,135632
111,openb-pod-4531,0,470,inf,3580.0,7012,9125
112,openb-pod-8141,0,230,inf,3578.0,6848,8993
113,openb-pod-5120,0,320,inf,11810.0,21763,30982
114,openb-pod-2026,0,470,inf,2452.0,4261,6384
115,openb-pod-1606,0,160,5130.0,2427.0,4194,5882
116,openb-pod-5157,0,230,inf,1475.0,2752,3560
117,openb-pod-7465,0,470,inf,4021.0,6977,10336
118,openb-pod-6286,0,220,inf,2026.0,3077,5285
119,openb-pod-4970,0,230,inf,17654.0,25004,44511
120,openb-pod-5471,0,320,inf,5416.0,9066,13218
121,openb-pod-2174,0,650,inf,13690.0,24106,34379
122,openb-pod-5795,0,470,inf,2452.0,3802,6350
123,openb-pod-7388,0,320,inf,1288.0,1870,3392
124,openb-pod-2439,0,320,inf,1749.0,2475,4251
125,openb-pod-6523,0,320,inf,22864.0,41480,55349
126,openb-pod-2782,0,650,inf,1357.0,2693,3450
127,openb-pod-2884,0,320,inf,14587.0,21606,37959
128,openb-pod-1275,0,230,inf,40513.0,77073,100153
129,openb-pod-3473,0,230,inf,3663.0,6757,9423
130,openb-pod-6526,0,320,inf,9235.0,14080,22478
131,openb-pod-2771,0,460,inf,1142.0,1819,2958
132,openb-pod-3595,0,160,inf,1411.0,2568,3624
133,openb-pod-5534,0,320,inf,23843.0,35939,61919
134,openb-pod-6739,0,470,22501.0,9483.0,18742,24643
135,openb-pod-4250,0,470,inf,3636.0,5668,9539
136,openb-pod-7051,0,470,inf,7748.0,13137,19866
137,openb-pod-3264,0,320,inf,6443.0,12382,16827
138,openb-pod-6374,0,220,inf,9928.0,17796,26149
139,openb-pod-5461,0,320,inf,75073.0,119165,181414
140,openb-pod-8057,0,160,inf,2848.0,5045,7202
141,openb-pod-1868,0,320,inf,3772.0,5455,9993
142,openb-pod-2450,0,470,inf,1796.0,2600,4539
143,openb-pod-4296,0,810,inf,109582.0,206592,278762
144,openb-pod-5464,0,470,inf,4212.0,7294,11015
145,openb-pod-5901,0,160,8392.0,2848.0,4032,7164
146,openb-pod-1243,0,320,inf,5641.0,11142,13817
147,openb-pod-3212,0,470,inf,2113.0,3531,5295
148,openb-pod-7910,0,320,inf,30535.0,45449,74455
149,openb-pod-7329,0,470,inf,11907.0,22472,30979
150,openb-pod-1230,0,650,2443.0,1384.0,2338,3665
151,openb-pod-7361,0,320,inf,5366.0,10320,13958
152,openb-pod-4098,0,650,inf,1728.0,3051,4444
153,openb-pod-2329,0,650,inf,1453.0,2314,3851
154,openb-pod-4272,0,220,inf,3877.0,5687,9438
155,openb-pod-6136,0,220,inf,18296.0,32647,45021
156,openb-pod-2290,0,320,inf,3240.0,6204,8512
157,openb-pod-6505,0,650,inf,2227.0,3817,5609
158,openb-pod-2509,0,50,inf,28616.0,42850,71149
159,openb-pod-5641,0,220,inf,11852.0,19735,31513
160,openb-pod-2498,0,320,inf,75073.0,129532,193703
161,openb-pod-4288,0,650,inf,1414.0,2201,3413
162,openb-pod-6934,0,470,inf,1122.0,2170,2892
163,openb-pod-3062,0,230,6779.0,2554.0,4851,6727
164,openb-pod-3534,0,160,inf,1135.0,1913,2867
165,openb-pod-1843,0,320,inf,4939.0,8545,12186
166,openb-pod-5257,0,220,inf,10228.0,17540,25145
167,openb-pod-4246,0,470,inf,1854.0,3381,4747
168,openb-pod-5768,0,460,inf,14699.0,22231,36271
169,openb-pod-6431,0,220,inf,7718.0,13833,19245
170,openb-pod-7286,0,320,inf,1864.0,3567,4582
171,openb-pod-5812,0,320,inf,3962.0,6614,10152
172,openb-pod-6350,0,320,inf,9379.0,17671,23277
173,openb-pod-7107,0,320,inf,1578.0,2967,3903
174,openb-pod-7001,0,320,2352.0,1456.0,2781,3748
175,openb-pod-5327,0,470,inf,4519.0,8457,10912
176,openb-pod-2244,0,320,inf,5366.0,8598,13448
177,openb-pod-7394,0,320,inf,5492.0,9431,14286
178,openb-pod-3691,0,470,inf,7026.0,12874,18117
179,openb-pod-2310,0,460,inf,1736.0,2890,4481
180,openb-pod-2139,0,320,inf,4380.0,6647,11159
181,openb-pod-4266,0,320,inf,4379.0,6821,11609
182,openb-pod-2658,0,220,inf,2026.0,3631,5091
183,openb-pod-6218,0,320,2428.0,1984.0,3859,5168
184,openb-pod-5532,0,470,inf,3661.0,5673,9329
185,openb-pod-7818,0,160,inf,2036.0,3670,5106
186,openb-pod-7109,0,470,inf,1296.0,1951,3268
187,openb-pod-5791,0,320,inf,4987.0,7039,12498
188,openb-pod-7540,0,470,12313.0,6630.0,10513,16592
189,openb-pod-3927,0,480,inf,1177.0,2226,2950
190,openb-pod-1954,0,470,inf,10504.0,15219,25741
191,openb-pod-6753,0,470,inf,10618.0,18565,26258
192,openb-pod-1220,0,160,inf,8145.0,14179,21228
193,openb-pod-5990,0,650,inf,2120.0,3911,5521
194,openb-pod-6597,0,650,9907.0,5154.0,10282,13701
195,openb-pod-6981,0,650,inf,1645.0,3073,4058
196,openb-pod-4565,0,320,inf,2096.0,3052,5522
197,openb-pod-6005,0,320,inf,8794.0,12536,21195
198,openb-pod-5804,0,320,inf,3118.0,4947,8260
199,openb-pod-2965,0,320,inf,7365.0,14607,18793
200,openb-pod-5760,0,470,inf,1313.0,2583,3246
201,openb-pod-4911,0,650,inf,1365.0,2619,3531
202,openb-pod-4682,0,650,inf,1598.0,2807,4031
203,openb-pod-3987,0,470,inf,1109.0,2047,2903
204,openb-pod-2446,0,810,inf,114715.0,176745,302682
205,openb-pod-3333,0,460,inf,2700.0,4398,6776
206,openb-pod-3158,0,320,inf,26115.0,37420,66711
207,openb-pod-2323,0,320,inf,30483.0,54027,76641
208,openb-pod-6407,0,320,inf,3772.0,5742,9694
209,openb-pod-3599,0,810,inf,114715.0,196657,282901
210,openb-pod-6936,0,230,inf,1475.0,2891,3754
211,openb-pod-5027,0,320,inf,2340.0,3895,5682
212,openb-pod-5151,0,650,3891.0,1772.0,2756,4407
213,openb-pod-7597,0,480,inf,3596.0,5747,9342
214,openb-pod-1491,0,330,inf,18162.0,36133,45808
215,openb-pod-2465,0,470,3050.0,1109.0,2137,2729
216,openb-pod-6235,0,480,inf,7685.0,14135,20144
217,openb-pod-5326,0,460,inf,2396.0,3802,5816
218,openb-pod-5416,0,470,inf,7985.0,13963,21203
219,openb-pod-2554,0,650,inf,1903.0,2999,4618
220,openb-pod-7280,0,460,inf,2039.0,3156,5046
221,openb-pod-4071,0,160,inf,37083.0,66329,93293
222,openb-pod-5411,0,320,inf,13786.0,20517,33727
223,openb-pod-1533,0,470,inf,1063.0,1535,2704
224,openb-pod-8124,0,460,4325.0,1499.0,2200,3616
225,openb-pod-3711,0,320,inf,1290.0,2562,3347
226,openb-pod-1332,0,470,inf,3636.0,6729,8999
227,openb-pod-5530,0,330,inf,18162.0,31348,45774
228,openb-pod-3696,0,110,inf,8363.0,15869,21123
229,openb-pod-4752,0,320,inf,5523.0,10726,13276
230,openb-pod-4760,0,320,inf,4248.0,6551,10827
231,openb-pod-8060,0,230,inf,17654.0,26741,46471
232,openb-pod-1916,0,320,inf,16793.0,33502,40921
233,openb-pod-6369,0,470,inf,1086.0,1879,2852
234,openb-pod-3485,0,460,inf,1766.0,3414,4506
235,openb-pod-5737,0,230,inf,1010.0,1852,2659
236,openb-pod-1547,0,650,inf,1037.0,1991,2668
237,openb-pod-4502,0,460,inf,1019.0,1506,2663
238,openb-pod-1236,0,160,inf,1301.0,2281,3368
239,openb-pod-1106,0,650,inf,1777.0,2934,4307
240,openb-pod-3384,0,320,inf,25974.0,38372,67407
241,openb-pod-2170,0,220,inf,4278.0,8286,11157
242,openb-pod-2900,0,650,16440.0,11568.0,18855,29762
243,openb-pod-7009,0,220,inf,9036.0,15750,21777
244,openb-pod-1894,0,460,28673057.0,10212916.0,14350480,24673356
245,openb-pod-4156,0,220,inf,6131.0,10306,15960
246,openb-pod-3862,0,320,inf,2895.0,5460,7689
247,openb-pod-1965,0,320,inf,5490.0,9894,13984
248,openb-pod-4812,0,460,inf,1799.0,2578,4482
249,openb-pod-6778,0,650,inf,1005.0,1450,2665
250,openb-pod-5853,0,320,inf,12549.0,19780,31635
251,openb-pod-1347,0,110,inf,9409.0,13975,22943
252,openb-pod-1774,0,650,inf,1217.0,1823,3052
253,openb-pod-6127,0,650,6878.0,2557.0,4004,6175
254,openb-pod-6478,0,110,inf,2510.0,3866,6339
255,openb-pod-5106,0,320,inf,1201.0,2010,3073
256,openb-pod-4942,0,460,inf,21598.0,33448,54494
257,openb-pod-4727,0,230,inf,1220.0,2023,3165
258,openb-pod-4879,0,650,inf,2194.0,3750,5626
259,openb-pod-7617,0,480,inf,7685.0,14948,18959
260,openb-pod-6332,0,470,inf,3772.0,7440,9303
261,openb-pod-5290,0,470,inf,3772.0,5818,9261
262,openb-pod-5802,0,160,4397.0,3024.0,6038,7670
263,openb-pod-1643,0,230,4108.0,2543.0,3729,6400
264,openb-pod-7153,0,320,inf,40717.0,77935,106607
265,openb-pod-2987,0,320,inf,75073.0,127763,199207
266,openb-pod-7364,0,320,inf,2340.0,3476,6205
267,openb-pod-3218,0,320,inf,1578.0,2972,3997
268,openb-pod-2530,0,320,inf,1518.0,2934,3750
269,openb-pod-1162,0,810,inf,75663.0,148780,194064
270,openb-pod-3399,0,50,10559.0,4064.0,6037,9957
271,openb-pod-3671,0,50,inf,23497.0,35749,57345
272,openb-pod-5770,0,460,inf,1018.0,1964,2657
273,openb-pod-2106,0,220,9597.0,4278.0,6933,10875
274,openb-pod-6138,0,650,4565.0,1859.0,3001,4577
275,openb-pod-4769,0,320,inf,3671.0,5725,9001
276,openb-pod-2841,0,220,inf,4296.0,6479,10468
277,openb-pod-8089,0,810,inf,79992.0,148902,198226
278,openb-pod-6791,0,650,inf,1447.0,2675,3763
279,openb-pod-1917,0,470,inf,2995.0,5401,7405
280,openb-pod-6413,0,230,inf,12206.0,17092,31479
281,openb-pod-1358,0,650,inf,1131.0,1610,2930
282,openb-pod-5073,0,230,inf,7102.0,10586,17518
283,openb-pod-5906,0,160,inf,1301.0,2029,3198
284,openb-pod-7060,0,220,33632.0,11398.0,17693,27538
285,openb-pod-4654,0,320,inf,4928.0,8971,11890
286,openb-pod-5684,0,320,inf,40405.0,68999,102052
287,openb-pod-6319,0,650,inf,1645.0,2511,4284
288,openb-pod-1694,0,110,inf,19027.0,26793,49135
289,openb-pod-5671,0,220,inf,3441.0,5494,8757
290,openb-pod-2309,0,320,inf,11810.0,23262,29478
291,openb-pod-3044,0,470,inf,2348.0,3330,6079
292,openb-pod-3273,0,110,2673.0,1063.0,2116,2645
293,openb-pod-2305,0,320,inf,19302.0,28714,46807
294,openb-pod-6560,0,470,inf,3384.0,5725,8538
295,openb-pod-4928,0,460,inf,2931.0,4687,7334
296,openb-pod-5365,0,160,inf,1016.0,1475,2481
297,openb-pod-1958,0,230,inf,1220.0,2064,3047
298,openb-pod-6275,0,110,inf,2598.0,5056,6349
299,openb-pod-7877,0,320,inf,1945.0,3219,5018
300,openb-pod-2827,0,460,inf,24300.0,46268,61628
301,openb-pod-5683,0,230,inf,2554.0,4879,6393
302,openb-pod-2699,0,650,inf,1466.0,2872,3725
303,openb-pod-2316,0,320,inf,8448.0,12000,21835
304,openb-pod-2388,0,480,inf,7685.0,14245,18765
305,openb-pod-7222,0,230,3256.0,1180.0,1836,3125
306,openb-pod-4898,0,480,13371.0,7685.0,12272,20334
307,openb-pod-5240,0,650,inf,2490.0,3590,6497
308,openb-pod-5637,0,320,inf,6693.0,13012,16273
309,openb-pod-3208,0,470,inf,2548.0,3781,6363
310,openb-pod-6243,0,480,14052.0,7685.0,13929,19433
311,openb-pod-4404,0,460,inf,14993.0,27318,39179
312,openb-pod-4827,0,810,inf,59003.0,106988,153514
313,openb-pod-6989,0,160,inf,2701.0,4879,6887
314,openb-pod-3969,0,320,inf,16521.0,27395,41395
315,openb-pod-6978,0,230,inf,1221.0,1917,3017
316,openb-pod-3047,0,320,inf,5160.0,8719,12467
317,openb-pod-4602,0,330,inf,7231.0,10616,18712
318,openb-pod-3942,0,160,inf,1016.0,1851,2473
319,openb-pod-4157,0,650,inf,1689.0,3004,4465
320,openb-pod-2407,0,320,inf,40717.0,60535,101652
321,openb-pod-4155,0,460,inf,193496.0,334038,495206
322,openb-pod-6784,0,470,inf,3034.0,4511,7804
323,openb-pod-3782,0,470,inf,5708.0,9257,14877
324,openb-pod-2855,0,470,inf,3290.0,5134,8528
325,openb-pod-7522,0,470,inf,1223.0,1903,3130
326,openb-pod-5390,0,650,inf,1648.0,2366,4019
327,openb-pod-2393,0,470,inf,1350.0,2312,3383
328,openb-pod-7553,0,320,inf,1126.0,2143,2819
329,openb-pod-7362,0,160,inf,15330.0,30143,38693
330,openb-pod-3892,0,460,2002.0,1528.0,2578,4057
331,openb-pod-1274,0,320,inf,1308.0,2257,3335
332,openb-pod-4298,0,650,3323.0,1727.0,2760,4521
333,openb-pod-5948,0,320,inf,10811.0,17231,26992
334,openb-pod-3729,0,470,inf,13597.0,23252,34373
335,openb-pod-4542,0,330,inf,18162.0,31222,44905
336,openb-pod-5172,0,650,inf,4566.0,6574,11435
337,openb-pod-2975,0,220,11756.0,4296.0,6778,10612
338,openb-pod-3188,0,470,inf,2734.0,4485,6914
339,openb-pod-5444,0,470,inf,6372.0,9869,15806
340,openb-pod-7070,0,230,inf,1991.0,3229,5158
341,openb-pod-2375,0,220,inf,9925.0,17513,24992
342,openb-pod-4813,0,160,inf,2220.0,4391,5893
343,openb-pod-1428,0,320,39012.0,16521.0,24846,43511
344,openb-pod-2195,0,460,inf,5849.0,10242,14609
345,openb-pod-7156,0,320,inf,1050.0,1866,2675
346,openb-pod-5359,0,650,4228.0,2067.0,3706,5407
347,openb-pod-1233,0,650,inf,12507.0,20788,32045
348,openb-pod-8008,0,110,inf,3614.0,5645,9416
349,openb-pod-4244,0,650,inf,1132.0,1630,2829
350,openb-pod-2145,0,650,inf,1694.0,3054,4253
351,openb-pod-3650,0,320,inf,1013.0,1875,2437
352,openb-pod-3358,0,650,inf,5467.0,7959,13161
353,openb-pod-5856,0,320,inf,5160.0,7282,12719
354,openb-pod-3710,0,320,inf,11810.0,20482,30943
355,openb-pod-4897,0,460,inf,2399.0,3825,6302
356,openb-pod-2762,0,230,inf,7102.0,11282,18853
357,openb-pod-1254,0,650,3538.0,1365.0,2208,3425
358,openb-pod-7243,0,320,inf,2340.0,3375,6092
359,openb-pod-4905,0,470,inf,2195.0,3700,5317
360,openb-pod-5653,0,650,inf,3721.0,5612,9753
361,openb-pod-7305,0,320,inf,2730.0,4298,7132
362,openb-pod-5085,0,480,inf,5365.0,9301,13917
363,openb-pod-1487,0,320,inf,8595.0,15231,22549
364,openb-pod-6151,0,320,inf,2492.0,3868,6035
365,openb-pod-6057,0,470,inf,4103.0,6407,9985
366,openb-pod-7004,0,470,2837.0,1295.0,2368,3401
367,openb-pod-4331,0,470,14886.0,5058.0,9524,12185
368,openb-pod-7420,0,470,12775.0,8999.0,13477,21824
369,openb-pod-2370,0,320,37787.0,20410.0,38062,49945
370,openb-pod-2460,0,460,inf,2039.0,3269,5302
371,openb-pod-7084,0,320,inf,1290.0,2539,3206
372,openb-pod-5928,0,220,inf,2026.0,3746,4993
373,openb-pod-7698,0,220,inf,2721.0,4897,6960
374,openb-pod-2088,0,220,inf,1129.0,1735,2757
375,openb-pod-2557,0,220,inf,10704.0,21222,27236
376,openb-pod-6646,0,320,inf,6443.0,12181,15709
377,openb-pod-2255,0,460,inf,14699.0,21934,35429
378,openb-pod-4896,0,470,inf,2734.0,4990,6635
379,openb-pod-5376,0,650,inf,1245.0,2051,3034
380,openb-pod-5418,0,650,inf,3197.0,5183,7740
381,openb-pod-7920,0,160,inf,5868.0,11592,14883
382,openb-pod-3121,0,320,inf,1151.0,1809,2945
383,openb-pod-5220,0,470,2731.0,2113.0,3277,5161
384,openb-pod-5386,0,320,inf,4294.0,6313,10719
385,openb-pod-6103,0,320,inf,26115.0,39831,64388
386,openb-pod-7641,0,470,inf,1296.0,1838,3436
387,openb-pod-6506,0,230,4677.0,2543.0,4045,6639
388,openb-pod-5142,0,320,inf,22864.0,44510,59065
389,openb-pod-7781,0,110,inf,9059.0,13007,23312
390,openb-pod-7235,0,320,inf,40717.0,66059,98826
391,openb-pod-3242,0,320,6620.0,3962.0,6083,9533
392,openb-pod-8149,0,470,inf,1269.0,1982,3047
393,openb-pod-4771,0,320,inf,14776.0,21347,36929
394,openb-pod-4914,0,320,inf,40825.0,76765,99822
395,openb-pod-3516,0,470,inf,1296.0,1980,3425
396,openb-pod-1968,0,320,7694.0,3118.0,4619,7507
397,openb-pod-1678,0,220,inf,2026.0,3939,5369
398,openb-pod-2473,0,810,inf,52885.0,88808,128617
399,openb-pod-4075,0,460,inf,49498.0,76405,129692
400,openb-pod-5045,0,220,28996.0,10704.0,15268,28164
401,openb-pod-3305,0,460,inf,193496.0,358888,494434
402,openb-pod-6294,0,320,inf,6069.0,9027,15769
403,openb-pod-5367,0,320,inf,4916.0,8902,12409
404,openb-pod-2082,0,650,inf,1132.0,1620,2813
405,openb-pod-3279,0,470,inf,2828.0,5620,6903
406,openb-pod-2812,0,460,inf,66163.0,118016,164656
407,openb-pod-4926,0,320,inf,1001.0,1640,2477
408,openb-pod-4980,0,460,2886.0,1080.0,1625,2736
409,openb-pod-7469,0,320,1904.0,1151.0,2132,2942
410,openb-pod-4086,0,220,inf,20827.0,33636,51378
411,openb-pod-7754,0,440,inf,15722.0,30494,38762
412,openb-pod-7269,0,230,4008.0,2554.0,4280,6584
413,openb-pod-1386,0,320,inf,6439.0,12828,16614
414,openb-pod-6537,0,220,inf,11677.0,16839,29456
415,openb-pod-2337,0,220,inf,13234.0,25212,32222
416,openb-pod-3463,0,470,inf,2366.0,4462,5733
417,openb-pod-7049,0,160,7773.0,5868.0,10718,15481
418,openb-pod-8121,0,320,inf,1126.0,1809,2799
419,openb-pod-3753,0,320,inf,31053.0,59530,76510
420,openb-pod-2124,0,470,inf,1710.0,3181,4378
421,openb-pod-2173,0,110,inf,3100.0,4484,7675
422,openb-pod-8036,0,470,inf,2252.0,3770,5978
423,openb-pod-1690,0,460,inf,1018.0,1664,2545
424,openb-pod-3519,0,330,inf,9663.0,17293,23733
425,openb-pod-6510,0,220,inf,7337.0,13184,17948
426,openb-pod-4906,0,460,inf,2039.0,3752,5314
427,openb-pod-5285,0,470,inf,2452.0,3588,6035
428,openb-pod-8080,0,220,inf,2026.0,3757,5293
429,openb-pod-5190,0,650,inf,2490.0,4660,6547
430,openb-pod-6499,0,320,inf,26641.0,43268,66698
431,openb-pod-6686,0,320,inf,5366.0,7868,13368
432,openb-pod-4556,0,320,inf,5091.0,10180,12833
433,openb-pod-7234,0,470,inf,23731.0,44395,59896
434,openb-pod-2060,0,650,inf,1466.0,2317,3597
435,openb-pod-6399,0,650,inf,2849.0,5609,7407
436,openb-pod-6174,0,470,inf,1636.0,2965,4217
437,openb-pod-4560,0,160,inf,1195.0,2172,2928
438,openb-pod-5104,0,470,inf,1710.0,3342,4368
439,openb-pod-5017,0,220,inf,5456.0,9081,13180
440,openb-pod-2286,0,470,inf,10371.0,15015,26226
441,openb-pod-5954,0,470,inf,3290.0,5670,8310
442,openb-pod-5169,0,650,inf,1981.0,3036,5247
443,openb-pod-2596,0,320,inf,106344.0,206438,258204
444,openb-pod-4678,0,470,inf,4468.0,7127,11684
445,openb-pod-5668,0,470,inf,4275.0,6857,11205
446,openb-pod-3839,0,650,inf,1238.0,2181,2993
447,openb-pod-3130,0,470,inf,1363.0,1933,3494
448,openb-pod-7943,0,320,inf,1315.0,2184,3441
449,openb-pod-1530,0,470,inf,3843.0,5528,10115
450,openb-pod-4791,0,810,inf,109582.0,196999,267814
451,openb-pod-3777,0,160,inf,2026.0,3100,5374
452,openb-pod-4138,0,220,inf,4554.0,8427,11685
453,openb-pod-4184,0,460,inf,11939.0,18854,29969
454,openb-pod-7932,0,160,inf,48212.0,69939,117985
455,openb-pod-7984,0,460,inf,1766.0,2776,4261
456,openb-pod-1900,0,320,48033.0,25974.0,44832,66152
457,openb-pod-6372,0,320,inf,3671.0,6913,9332
458,openb-pod-5899,0,50,inf,7299.0,11696,17798
459,openb-pod-4508,0,480,inf,3596.0,5365,9230
460,openb-pod-4321,0,320,inf,26115.0,51706,66606
461,openb-pod-4371,0,320,inf,6693.0,12926,16600
462,openb-pod-2354,0,220,45430.0,21304.0,42285,55621
463,openb-pod-5591,0,220,inf,11398.0,22429,30111
464,openb-pod-6664,0,440,inf,3231252.0,5354582,8004974
465,openb-pod-6861,0,320,inf,5365.0,9362,13891
466,openb-pod-1308,0,470,inf,1517.0,2770,3900
467,openb-pod-4902,0,460,inf,49498.0,74705,126430
468,openb-pod-7855,0,230,inf,17714.0,31901,42924
469,openb-pod-2898,0,470,inf,2252.0,4315,5941
470,openb-pod-4494,0,230,3827.0,1417.0,2565,3634
471,openb-pod-4358,0,330,inf,55746.0,84315,147537
472,openb-pod-6189,0,160,inf,20604.0,31109,54424
473,openb-pod-5959,0,220,inf,9925.0,18271,26044
474,openb-pod-2462,0,650,inf,11380.0,17988,28756
