filename,job_name,selected_gpu_id,selected_gpu_type,runtime_on_gpu,job_jct,gpu_milli,A100,GTX2080Ti,V100,ddl,frag_size,frag_size_runtime,frag_size_jct
allox_[0-100],openb-pod-2821,31,V100,10487.999999999993,10487.999999999993,320,4344.0,6909,10488,inf,680.0,7131839.999999995,74798737919.9999
allox_[0-100],openb-pod-1475,30,V100,10905.000000000004,10905.000000000004,320,4538.0,7216,10905,11670.0,680.0,7415400.000000003,80864937000.00006
allox_[0-100],openb-pod-2633,43,V100,10972.999999999996,10972.999999999996,220,4278.0,7036,10973,inf,780.0,8558939.999999996,93917248619.99992
allox_[0-100],openb-pod-2246,42,V100,11886.000000000013,11886.000000000013,220,4718.0,8988,11886,inf,780.0,9271080.00000001,110196056880.00023
allox_[0-100],openb-pod-2210,32,V100,11895.000000000016,11895.000000000016,650,4543.0,7141,11895,inf,350.0,4163250.0000000056,49521858750.00014
allox_[0-100],openb-pod-1426,6,A100,7442.999999999998,11919.999999999998,320,7443.0,13492,19231,inf,680.0,5061239.999999999,60329980799.99998
allox_[0-100],openb-pod-1766,9,A100,8353.0,12182.999999999998,470,8353.0,15583,21897,inf,530.0,4427090.0,53935237469.99999
allox_[0-100],openb-pod-3402,40,V100,12517.999999999996,12517.999999999996,230,5184.0,8035,12518,inf,770.0,9638859.999999996,120659249479.99992
allox_[0-100],openb-pod-2135,28,V100,12630.999999999984,12630.999999999984,320,4928.0,8744,12631,inf,680.0,8589079.999999989,108488669479.99973
allox_[0-100],openb-pod-2582,5,A100,8794.000000000004,12640.000000000004,320,8794.0,16806,22042,inf,680.0,5979920.000000003,75586188800.00006
allox_[0-100],openb-pod-2446,39,V100,12844.999999999987,12844.999999999987,320,5160.0,7848,12845,inf,680.0,8734599.99999999,112195936999.99977
allox_[0-100],openb-pod-2937,2,A100,8448.0,13201.000000000002,320,8448.0,16422,22051,inf,680.0,5744640.0,75834992640.00002
allox_[0-100],openb-pod-2611,44,V100,13381.000000000002,13381.000000000002,320,5523.0,9374,13381,inf,680.0,9099080.000000002,121754789480.00005
allox_[0-100],openb-pod-2677,19,GTX2080Ti,9945.000000000002,13469.000000000002,230,6936.0,9945,17310,inf,770.0,7657650.000000002,103140887850.00005
allox_[0-100],openb-pod-2487,38,V100,13650.999999999998,13650.999999999998,480,5365.0,9646,13651,inf,520.0,7098519.999999999,96901896519.99997
allox_[0-100],openb-pod-2438,29,V100,14054.00000000001,14054.00000000001,460,5849.0,11186,14054,inf,540.0,7589160.000000005,106658054640.00014
allox_[0-100],openb-pod-2743,41,V100,14153.00000000001,14153.00000000001,320,5642.0,10842,14153,inf,680.0,9624040.000000006,136209038120.00017
allox_[0-100],openb-pod-3246,34,V100,14806.000000000016,14806.000000000016,590,5757.0,11097,14806,inf,410.0,6070460.0000000065,89879230760.0002
allox_[0-100],openb-pod-2968,8,A100,9925.0,14895.0,220,9925.0,18171,25167,inf,780.0,7741500.0,115309642500.0
allox_[0-100],openb-pod-2964,35,V100,15158.000000000007,15158.000000000007,470,5708.0,9415,15158,inf,530.0,8033740.000000004,121775430920.00012
allox_[0-100],openb-pod-1918,37,V100,16237.999999999984,16237.999999999984,650,6416.0,12800,16238,inf,350.0,5683299.999999994,92285425399.99982
allox_[0-100],openb-pod-2008,15,GTX2080Ti,11168.000000000004,16522.000000000004,320,7365.0,11168,17685,inf,680.0,7594240.000000003,125472033280.00008
allox_[0-100],openb-pod-1520,1,A100,12548.999999999996,16541.999999999996,320,12549.0,23931,32040,inf,680.0,8533319.999999998,141158179439.99994
allox_[0-100],openb-pod-3043,0,A100,11165.999999999996,16609.999999999996,810,11166.0,21668,29540,28770.0,190.0,2121539.9999999995,35238779399.999985
allox_[0-100],openb-pod-2756,4,A100,12502.999999999996,16699.999999999996,160,12503.0,24170,30335,inf,840.0,10502519.999999996,175392083999.9999
allox_[0-100],openb-pod-2988,26,V100,13726.999999999996,16913.999999999996,320,5613.0,9983,13727,inf,680.0,9334359.999999998,157881365039.99994
allox_[0-100],openb-pod-3380,25,V100,14584.000000000013,17291.00000000001,160,5868.0,9341,14584,inf,840.0,12250560.000000011,211824432960.00034
allox_[0-100],openb-pod-2636,27,V100,13953.999999999996,17432.999999999996,650,5467.0,10470,13954,14413.0,350.0,4883899.999999999,85141028699.99997
allox_[0-100],openb-pod-2301,3,A100,13637.999999999996,17563.999999999996,650,13638.0,25622,34431,inf,350.0,4773299.999999999,83838241199.99997
allox_[0-100],openb-pod-1850,7,A100,13570.000000000004,18102.000000000004,320,13570.0,25712,34283,inf,680.0,9227600.000000002,167038015200.00006
allox_[0-100],openb-pod-2060,24,GTX2080Ti,16295.000000000018,19196.00000000002,320,9153.0,16295,23817,inf,680.0,11080600.000000013,212703197600.00046
allox_[0-100],openb-pod-3118,23,GTX2080Ti,16886.00000000002,20676.00000000002,320,9379.0,16886,24561,inf,680.0,11482480.000000013,237411756480.0005
allox_[0-100],openb-pod-1343,16,GTX2080Ti,19772.00000000002,22810.00000000002,470,11841.0,19772,31194,inf,530.0,10479160.00000001,239029639600.0004
allox_[0-100],openb-pod-1279,10,GTX2080Ti,15890.0,24163.0,320,10165.0,15890,26007,inf,680.0,10805200.0,261086047600.0
allox_[0-100],openb-pod-3012,18,GTX2080Ti,21895.00000000001,24794.00000000001,470,11842.0,21895,31109,15119.0,530.0,11604350.000000006,287718253900.00024
allox_[0-100],openb-pod-1548,11,GTX2080Ti,20223.0,25835.0,220,13234.0,20223,31890,inf,780.0,15773940.0,407519739900.0
allox_[0-100],openb-pod-1434,22,GTX2080Ti,22860.000000000025,26075.000000000025,470,13064.0,22860,33145,inf,530.0,12115800.000000013,315919485000.0007
allox_[0-100],openb-pod-1267,17,GTX2080Ti,23384.99999999999,27417.99999999999,320,13204.0,23385,32798,inf,680.0,15901799.999999993,435995552399.99963
allox_[0-100],openb-pod-2724,12,GTX2080Ti,20332.0,27736.000000000004,220,11677.0,20332,29473,inf,780.0,15858960.0,439864114560.00006
allox_[0-100],openb-pod-1867,20,GTX2080Ti,23135.000000000007,29776.000000000007,320,15004.0,23135,39238,inf,680.0,15731800.000000006,468430076800.0003
allox_[0-100],openb-pod-1319,21,GTX2080Ti,30078.99999999996,33225.99999999996,160,20604.0,30079,50338,inf,840.0,25266359.999999966,839500077359.9979
allox_[0-100],openb-pod-2154,9,A100,23496.999999999975,35679.99999999998,50,23497.0,38828,61265,inf,950.0,22322149.999999978,796454311999.9987
allox_[0-100],openb-pod-3097,13,GTX2080Ti,28352.00000000001,36962.000000000015,320,18457.0,28352,46056,inf,680.0,19279360.000000007,712603704320.0006
allox_[0-100],openb-pod-2722,14,GTX2080Ti,32090.999999999975,37962.99999999998,320,20410.0,32091,54074,inf,680.0,21821879.99999998,828424030439.9988
allox_[0-100],openb-pod-2093,3,A100,32330.0,49893.99999999999,460,32330.0,46077,78014,inf,540.0,17458200.0,871059430799.9999
allox_[0-100],openb-pod-3104,1,A100,40717.000000000015,57259.00000000001,320,40717.0,70773,98563,inf,680.0,27687560.00000001,1585361998040.0007
allox_[0-100],openb-pod-1636,4,A100,43250.99999999999,59950.99999999999,320,43251.0,78754,107896,inf,680.0,29410679.999999996,1763199676679.9995
allox_[0-100],openb-pod-2260,5,A100,48850.00000000005,61490.00000000005,320,48850.0,79729,128468,inf,680.0,33218000.000000034,2042574820000.0037
allox_[0-100],openb-pod-2950,0,A100,48212.000000000015,64822.00000000001,160,48212.0,71403,118011,inf,840.0,40498080.000000015,2625166541760.0015
allox_[0-100],openb-pod-2173,8,A100,78198.99999999996,93093.99999999996,550,78199.0,143687,199827,111625.0,450.0,35189549.99999998,3275935967699.9966
allox_[0-100],openb-pod-2907,7,A100,75528.00000000004,93630.00000000004,810,75528.0,150768,183717,inf,190.0,14350320.000000007,1343620461600.0012
allox_[0-100],openb-pod-2354,6,A100,106343.99999999994,118263.99999999994,320,106344.0,178127,281442,199415.0,680.0,72313919.99999996,8552133434879.99
allox_[0-100],openb-pod-1958,2,A100,12475899.000000011,12489100.000000011,460,12475899.0,24822430,32235650,inf,540.0,6736985460.000006,8.413888510848614e+16
allox_[0-150],openb-pod-2300,2,A100,1067.0,1067.0,320,1067.0,1659,2769,inf,680.0,725560.0,774172520.0
allox_[0-150],openb-pod-3101,3,A100,1080.0,1080.0,460,1080.0,1794,2725,inf,540.0,583200.0,629856000.0
allox_[0-150],openb-pod-2947,7,A100,1086.0,1086.0,470,1086.0,1958,2707,2492.0,530.0,575580.0,625079880.0
allox_[0-150],openb-pod-1696,0,A100,1094.0,1094.0,470,1094.0,2153,2894,inf,530.0,579820.0,634323080.0
allox_[0-150],openb-pod-1118,1,A100,1122.0,1122.0,470,1122.0,2233,2934,inf,530.0,594660.0,667208520.0
allox_[0-150],openb-pod-2745,4,A100,1199.0,1199.0,320,1199.0,2164,3067,inf,680.0,815320.0,977568680.0
allox_[0-150],openb-pod-1127,5,A100,1295.0,1295.0,470,1295.0,2059,3385,3854.0,530.0,686350.0,888823250.0
allox_[0-150],openb-pod-2030,6,A100,1327.0,1327.0,650,1327.0,2181,3390,inf,350.0,464450.0,616325150.0
allox_[0-150],openb-pod-2868,8,A100,1456.0,1456.0,320,1456.0,2829,3860,inf,680.0,990080.0,1441556480.0
allox_[0-150],openb-pod-2205,9,A100,1465.9999999999998,1465.9999999999998,650,1466.0,2687,3881,inf,350.0,513099.99999999994,752204599.9999998
allox_[0-150],openb-pod-2889,14,GTX2080Ti,1626.0,1626.0,320,1050.0,1626,2604,inf,680.0,1105680.0,1797835680.0
allox_[0-150],openb-pod-2006,10,GTX2080Ti,1663.9999999999998,1663.9999999999998,650,1138.0,1664,2767,inf,350.0,582399.9999999999,969113599.9999996
allox_[0-150],openb-pod-1478,11,GTX2080Ti,1733.0000000000002,1733.0000000000002,480,1177.0,1733,3023,inf,520.0,901160.0000000001,1561710280.0000005
allox_[0-150],openb-pod-2113,12,GTX2080Ti,1807.0,1807.0,230,1213.0,1807,2964,inf,770.0,1391390.0,2514241730.0
allox_[0-150],openb-pod-3120,13,GTX2080Ti,1811.0,1811.0,650,1245.0,1811,3277,inf,350.0,633850.0,1147902350.0
allox_[0-150],openb-pod-1529,16,GTX2080Ti,1843.0,1843.0,650,1302.0,1843,3386,inf,350.0,645050.0,1188827150.0
allox_[0-150],openb-pod-2954,17,GTX2080Ti,1863.0,1863.0,650,1281.0,1863,3165,inf,350.0,652050.0,1214769150.0
allox_[0-150],openb-pod-2762,18,GTX2080Ti,1875.0,1875.0,230,1220.0,1875,3104,inf,770.0,1443750.0,2707031250.0
allox_[0-150],openb-pod-1376,25,V100,2779.0000000000005,2779.0000000000005,650,1131.0,2022,2779,inf,350.0,972650.0000000001,2702994350.000001
allox_[0-150],openb-pod-1398,8,A100,1489.0,2945.0,650,1489.0,2839,3926,inf,350.0,521150.0,1534786750.0
allox_[0-150],openb-pod-3222,23,GTX2080Ti,2946.9999999999995,2946.9999999999995,470,1916.0,2947,4818,inf,530.0,1561909.9999999998,4602948769.999999
allox_[0-150],openb-pod-1569,2,A100,1945.0,3012.0,320,1945.0,3736,5059,inf,680.0,1322600.0,3983671200.0
allox_[0-150],openb-pod-2431,19,GTX2080Ti,3037.999999999998,3037.999999999998,470,2031.0,3038,5089,inf,530.0,1610139.999999999,4891605319.999994
allox_[0-150],openb-pod-3038,24,GTX2080Ti,3147.0000000000014,3147.0000000000014,650,2100.0,3147,5159,inf,350.0,1101450.0000000005,3466263150.000003
allox_[0-150],openb-pod-1211,27,V100,3187.0,3187.0,320,1315.0,2603,3187,inf,680.0,2167160.0,6906738920.0
allox_[0-150],openb-pod-1783,22,GTX2080Ti,3214.9999999999995,3214.9999999999995,160,2026.0,3215,5317,inf,840.0,2700599.9999999995,8682428999.999998
allox_[0-150],openb-pod-1812,29,V100,3220.999999999999,3220.999999999999,810,1314.0,2536,3221,inf,190.0,611989.9999999999,1971219789.999999
allox_[0-150],openb-pod-2394,4,A100,2035.9999999999995,3234.9999999999995,160,2036.0,3581,5276,inf,840.0,1710239.9999999995,5532626399.999998
allox_[0-150],openb-pod-3337,28,V100,3242.0000000000014,3242.0000000000014,470,1339.0,2626,3242,inf,530.0,1718260.0000000007,5570598920.000005
allox_[0-150],openb-pod-2132,37,V100,3294.0,3294.0,160,1301.0,2208,3294,3902.0,840.0,2766960.0,9114366240.0
allox_[0-150],openb-pod-3161,1,A100,2252.0,3374.0,470,2252.0,4395,5955,inf,530.0,1193560.0,4027071440.0
allox_[0-150],openb-pod-1213,3,A100,2368.0000000000014,3448.0000000000014,470,2368.0,3903,6084,inf,530.0,1255040.0000000007,4327377920.000004
allox_[0-150],openb-pod-2074,30,V100,3478.9999999999995,3478.9999999999995,650,1447.0,2355,3479,inf,350.0,1217649.9999999998,4236204349.9999986
allox_[0-150],openb-pod-1793,21,GTX2080Ti,3560.0,3560.0,110,2510.0,3560,6146,inf,890.0,3168400.0,11279504000.0
allox_[0-150],openb-pod-3342,44,V100,3603.000000000002,3603.000000000002,160,1411.0,2415,3603,inf,840.0,3026520.0000000014,10904551560.000011
allox_[0-150],openb-pod-1976,35,V100,3613.0,3613.0,650,1414.0,2303,3613,inf,350.0,1264550.0,4568819150.0
allox_[0-150],openb-pod-1589,31,V100,3736.000000000002,3736.000000000002,460,1528.0,2792,3736,inf,540.0,2017440.000000001,7537155840.000007
allox_[0-150],openb-pod-2335,20,GTX2080Ti,3790.000000000001,3790.000000000001,230,2554.0,3790,6413,inf,770.0,2918300.000000001,11060357000.000006
allox_[0-150],openb-pod-1150,41,V100,3806.0,3806.0,470,1466.0,2509,3806,inf,530.0,2017180.0,7677387080.0
allox_[0-150],openb-pod-1960,7,A100,2721.0000000000005,3807.000000000001,220,2721.0,5296,6976,inf,780.0,2122380.0000000005,8079900660.000004
allox_[0-150],openb-pod-2816,9,A100,2377.0,3843.0,650,2377.0,4209,6236,inf,350.0,831950.0,3197183850.0
allox_[0-150],openb-pod-3108,15,GTX2080Ti,3879.000000000002,3879.000000000002,460,2371.0,3879,6213,3899.0,540.0,2094660.000000001,8125186140.000008
allox_[0-150],openb-pod-1800,5,A100,2625.0,3920.0,470,2625.0,4813,6758,inf,530.0,1391250.0,5453700000.0
allox_[0-150],openb-pod-2038,0,A100,3066.0,4160.0,470,3066.0,5668,7840,inf,530.0,1624980.0,6759916800.0
allox_[0-150],openb-pod-1652,34,V100,4237.000000000001,4237.000000000001,470,1710.0,3391,4237,inf,530.0,2245610.0000000005,9514649570.000004
allox_[0-150],openb-pod-1968,33,V100,4277.000000000002,4277.000000000002,460,1741.0,3215,4277,inf,540.0,2309580.000000001,9878073660.000008
allox_[0-150],openb-pod-1181,36,V100,4383.000000000001,4383.000000000001,650,1772.0,2899,4383,inf,350.0,1534050.0000000002,6723741150.000003
allox_[0-150],openb-pod-2826,6,A100,3100.0,4427.0,110,3100.0,6142,7987,inf,890.0,2759000.0,12214093000.0
allox_[0-150],openb-pod-2374,32,V100,4439.999999999998,4439.999999999998,320,1829.0,3594,4440,inf,680.0,3019199.9999999986,13405247999.999989
allox_[0-150],openb-pod-1593,11,GTX2080Ti,2901.0,4634.0,460,1796.0,2901,4634,2294.0,540.0,1566540.0,7259346360.0
allox_[0-150],openb-pod-1633,39,V100,4688.000000000001,4688.000000000001,460,1855.0,3418,4688,inf,540.0,2531520.0000000005,11867765760.000004
allox_[0-150],openb-pod-3079,38,V100,4769.999999999998,4769.999999999998,650,1904.0,3616,4770,inf,350.0,1669499.9999999993,7963514999.999993
allox_[0-150],openb-pod-2807,10,GTX2080Ti,3524.000000000001,5188.000000000001,650,2506.0,3524,6052,inf,350.0,1233400.0000000002,6398879200.000002
allox_[0-150],openb-pod-1451,40,V100,5253.999999999999,5253.999999999999,650,2120.0,3911,5254,inf,350.0,1838899.9999999998,9661580599.999996
allox_[0-150],openb-pod-2637,12,GTX2080Ti,3813.000000000001,5620.000000000001,460,2700.0,3813,6885,6933.0,540.0,2059020.0000000005,11571692400.000004
allox_[0-150],openb-pod-2467,14,GTX2080Ti,4033.0,5659.0,220,2755.0,4033,7204,inf,780.0,3145740.0,17801742660.0
allox_[0-150],openb-pod-1241,43,V100,6443.999999999996,6443.999999999996,650,2519.0,5006,6444,inf,350.0,2255399.9999999986,14533797599.999983
allox_[0-150],openb-pod-2524,8,A100,3770.000000000004,6715.000000000004,470,3770.0,6957,9893,inf,530.0,1998100.000000002,13417241500.000021
allox_[0-150],openb-pod-2829,1,A100,3442.0,6816.0,320,3442.0,6039,9007,inf,680.0,2340560.0,15953256960.0
allox_[0-150],openb-pod-3055,7,A100,3118.0000000000014,6925.000000000002,320,3118.0,5386,8069,inf,680.0,2120240.000000001,14682662000.00001
allox_[0-150],openb-pod-2266,26,V100,7094.999999999998,7094.999999999998,650,2849.0,5297,7095,inf,350.0,2483249.9999999995,17618658749.999992
allox_[0-150],openb-pod-2513,9,A100,3355.999999999999,7198.999999999999,470,3356.0,6708,8512,5558.0,530.0,1778679.9999999995,12804717319.999994
allox_[0-150],openb-pod-3292,13,GTX2080Ti,5593.0000000000055,7404.000000000005,470,3772.0,5593,9483,inf,530.0,2964290.000000003,21947603160.000034
allox_[0-150],openb-pod-3324,3,A100,3962.000000000002,7410.000000000003,320,3962.0,6988,10204,7720.0,680.0,2694160.0000000014,19963725600.00002
allox_[0-150],openb-pod-2771,2,A100,4468.000000000002,7480.000000000002,470,4468.0,7550,11237,inf,530.0,2368040.000000001,17712939200.00001
allox_[0-150],openb-pod-2633,4,A100,4277.999999999998,7512.999999999998,220,4278.0,7036,10973,inf,780.0,3336839.9999999986,25069678919.999985
allox_[0-150],openb-pod-2049,6,A100,3248.0,7675.0,220,3248.0,6058,8626,inf,780.0,2533440.0,19444152000.0
allox_[0-150],openb-pod-2976,5,A100,3771.999999999999,7691.999999999999,320,3772.0,6540,9454,inf,680.0,2564959.9999999995,19729672319.999992
allox_[0-150],openb-pod-1109,42,V100,7945.000000000003,7945.000000000003,320,3221.0,6329,7945,inf,680.0,5402600.000000002,42923657000.00003
allox_[0-150],openb-pod-2419,0,A100,3867.999999999999,8027.999999999999,470,3868.0,7452,9546,inf,530.0,2050039.9999999995,16457721119.999994
allox_[0-150],openb-pod-3149,16,GTX2080Ti,6365.0000000000055,8208.000000000005,320,4380.0,6365,11392,inf,680.0,4328200.000000004,35525865600.00005
allox_[0-150],openb-pod-2210,17,GTX2080Ti,7140.999999999998,9003.999999999998,650,4543.0,7141,11895,inf,350.0,2499349.9999999995,22504147399.999992
allox_[0-150],openb-pod-1475,18,GTX2080Ti,7216.000000000002,9091.000000000002,320,4538.0,7216,10905,11670.0,680.0,4906880.000000001,44608446080.000015
allox_[0-150],openb-pod-1784,24,GTX2080Ti,6708.0,9855.000000000002,470,4494.0,6708,11800,inf,530.0,3555240.0,35036890200.00001
allox_[0-150],openb-pod-2821,22,GTX2080Ti,6909.0000000000055,10124.000000000004,320,4344.0,6909,10488,inf,680.0,4698120.000000004,47563766880.00005
allox_[0-150],openb-pod-2208,21,GTX2080Ti,6747.000000000004,10307.000000000004,320,4589.0,6747,12129,inf,680.0,4587960.000000003,47288103720.000046
allox_[0-150],openb-pod-1239,15,GTX2080Ti,6608.999999999998,10488.0,160,4440.0,6609,11507,8525.0,840.0,5551559.999999998,58224761279.99998
allox_[0-150],openb-pod-2489,11,GTX2080Ti,6352.999999999996,10986.999999999996,650,4110.0,6353,9954,inf,350.0,2223549.9999999986,24430143849.999977
allox_[0-150],openb-pod-2573,19,GTX2080Ti,8177.000000000007,11215.000000000004,320,5416.0,8177,13892,inf,680.0,5560360.000000005,62359437400.00007
allox_[0-150],openb-pod-2446,20,GTX2080Ti,7847.999999999996,11637.999999999996,320,5160.0,7848,12845,inf,680.0,5336639.999999997,62107816319.99995
allox_[0-150],openb-pod-2135,7,A100,4928.0,11853.000000000002,320,4928.0,8744,12631,inf,680.0,3351040.0,39719877120.00001
allox_[0-150],openb-pod-2246,9,A100,4718.000000000001,11917.0,220,4718.0,8988,11886,inf,780.0,3680040.000000001,43855036680.00001
allox_[0-150],openb-pod-1404,14,GTX2080Ti,6641.0,12300.0,160,4445.0,6641,11210,13293.0,840.0,5578440.0,68614812000.0
allox_[0-150],openb-pod-2964,8,A100,5708.0,12423.000000000004,470,5708.0,9415,15158,inf,530.0,3025240.0,37582556520.00001
allox_[0-150],openb-pod-2487,3,A100,5364.999999999999,12775.000000000002,480,5365.0,9646,13651,inf,520.0,2789799.9999999995,35639695000.0
allox_[0-150],openb-pod-2636,2,A100,5466.999999999998,12947.0,650,5467.0,10470,13954,14413.0,350.0,1913449.9999999993,24773437149.999992
allox_[0-150],openb-pod-2699,4,A100,5491.999999999998,13004.999999999996,320,5492.0,9889,14275,inf,680.0,3734559.9999999986,48567952799.99997
